tick=0 subject=world event=world_initialized result=width:128,height:128,territories:2
tick=520 subject=M09 event=survival_changed result=health:100->100,satiety:86->85,energy:26->25
tick=520 subject=M10 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=520 subject=M11 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=520 subject=M12 event=survival_changed result=health:100->100,satiety:41->40,energy:31->30
tick=520 subject=A event=food_regenerated result=food:F0313,class:medium,position:86:1
tick=520 subject=A event=food_regenerated result=food:F0314,class:high,position:104:36
tick=520 subject=B event=food_regenerated result=food:F0315,class:medium,position:57:83
tick=520 subject=B event=food_regenerated result=food:F0316,class:medium,position:41:86
tick=521 subject=M01 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=521 subject=M03 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=521 subject=M04 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=521 subject=M05 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=521 subject=M06 event=survival_changed result=health:100->100,satiety:60->59,energy:30->29
tick=521 subject=M07 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=521 subject=M08 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=521 subject=M09 event=survival_changed result=health:100->100,satiety:85->84,energy:25->24
tick=521 subject=M10 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=521 subject=M11 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=521 subject=M12 event=food_consumed result=food:F0186,class:high,satiety:40->90,energy:30->50
tick=521 subject=M12 event=survival_changed result=health:100->100,satiety:90->89,energy:50->49
tick=522 subject=M01 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=522 subject=M03 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=522 subject=M04 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=522 subject=M05 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=522 subject=M06 event=survival_changed result=health:100->100,satiety:59->58,energy:29->28
tick=522 subject=M07 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=522 subject=M08 event=survival_changed result=health:100->100,satiety:59->58,energy:39->38
tick=522 subject=M09 event=survival_changed result=health:100->100,satiety:84->83,energy:24->23
tick=522 subject=M10 event=survival_changed result=health:100->100,satiety:64->63,energy:34->33
tick=522 subject=M11 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=522 subject=M12 event=survival_changed result=health:100->100,satiety:89->88,energy:49->48
tick=523 subject=M01 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=523 subject=M03 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=523 subject=M04 event=food_consumed result=food:F0309,class:low,satiety:68->83,energy:28->33
tick=523 subject=M04 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=523 subject=M05 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=523 subject=M06 event=survival_changed result=health:100->100,satiety:58->57,energy:28->27
tick=523 subject=M07 event=survival_changed result=health:100->100,satiety:68->67,energy:28->27
tick=523 subject=M08 event=survival_changed result=health:100->100,satiety:58->57,energy:38->37
tick=523 subject=M09 event=survival_changed result=health:100->100,satiety:83->82,energy:23->22
tick=523 subject=M10 event=survival_changed result=health:100->100,satiety:63->62,energy:33->32
tick=523 subject=M11 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=523 subject=M12 event=survival_changed result=health:100->100,satiety:88->87,energy:48->47
tick=524 subject=M01 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=524 subject=M03 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=524 subject=M04 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=524 subject=M05 event=survival_changed result=health:100->100,satiety:82->81,energy:42->41
tick=524 subject=M06 event=survival_changed result=health:100->100,satiety:57->56,energy:27->26
tick=524 subject=M07 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=524 subject=M08 event=survival_changed result=health:100->100,satiety:57->56,energy:37->36
tick=524 subject=M09 event=survival_changed result=health:100->100,satiety:82->81,energy:22->21
tick=524 subject=M10 event=survival_changed result=health:100->100,satiety:62->61,energy:32->31
tick=524 subject=M11 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=524 subject=M12 event=survival_changed result=health:100->100,satiety:87->86,energy:47->46
tick=525 subject=M01 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=525 subject=M03 event=food_consumed result=food:F0315,class:medium,satiety:66->96,energy:26->36
tick=525 subject=M03 event=survival_changed result=health:100->100,satiety:96->95,energy:36->35
tick=525 subject=M04 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=525 subject=M05 event=survival_changed result=health:100->100,satiety:81->80,energy:41->40
tick=525 subject=M06 event=survival_changed result=health:100->100,satiety:56->55,energy:26->25
tick=525 subject=M07 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=525 subject=M08 event=survival_changed result=health:100->100,satiety:56->55,energy:36->35
tick=525 subject=M09 event=survival_changed result=health:100->100,satiety:81->80,energy:21->20
tick=525 subject=M10 event=survival_changed result=health:100->100,satiety:61->60,energy:31->30
tick=525 subject=M11 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=525 subject=M12 event=survival_changed result=health:100->100,satiety:86->85,energy:46->45
tick=526 subject=M01 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=526 subject=M03 event=survival_changed result=health:100->100,satiety:95->94,energy:35->34
tick=526 subject=M04 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=526 subject=M05 event=survival_changed result=health:100->100,satiety:80->79,energy:40->39
tick=526 subject=M06 event=survival_changed result=health:100->100,satiety:55->54,energy:25->24
tick=526 subject=M07 event=food_consumed result=food:F0261,class:low,satiety:65->80,energy:25->30
tick=526 subject=M07 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=526 subject=M08 event=survival_changed result=health:100->100,satiety:55->54,energy:35->34
tick=526 subject=M09 event=survival_changed result=health:100->100,satiety:80->79,energy:20->19
tick=526 subject=M10 event=survival_changed result=health:100->100,satiety:60->59,energy:30->29
tick=526 subject=M11 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=526 subject=M12 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=527 subject=M01 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=527 subject=M03 event=survival_changed result=health:100->100,satiety:94->93,energy:34->33
tick=527 subject=M04 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=527 subject=M05 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=527 subject=M06 event=survival_changed result=health:100->100,satiety:54->53,energy:24->23
tick=527 subject=M07 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=527 subject=M08 event=survival_changed result=health:100->100,satiety:54->53,energy:34->33
tick=527 subject=M09 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=527 subject=M10 event=survival_changed result=health:100->100,satiety:59->58,energy:29->28
tick=527 subject=M11 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=527 subject=M12 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=528 subject=M01 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=528 subject=M03 event=survival_changed result=health:100->100,satiety:93->92,energy:33->32
tick=528 subject=M04 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=528 subject=M05 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=528 subject=M06 event=survival_changed result=health:100->100,satiety:53->52,energy:23->22
tick=528 subject=M07 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=528 subject=M08 event=survival_changed result=health:100->100,satiety:53->52,energy:33->32
tick=528 subject=M09 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=528 subject=M10 event=survival_changed result=health:100->100,satiety:58->57,energy:28->27
tick=528 subject=M11 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=528 subject=M12 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=529 subject=M01 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=529 subject=M03 event=survival_changed result=health:100->100,satiety:92->91,energy:32->31
tick=529 subject=M04 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=529 subject=M05 event=survival_changed result=health:100->100,satiety:77->76,energy:37->36
tick=529 subject=M06 event=survival_changed result=health:100->100,satiety:52->51,energy:22->21
tick=529 subject=M07 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=529 subject=M08 event=survival_changed result=health:100->100,satiety:52->51,energy:32->31
tick=529 subject=M09 event=survival_changed result=health:100->100,satiety:77->76,energy:37->36
tick=529 subject=M10 event=survival_changed result=health:100->100,satiety:57->56,energy:27->26
tick=529 subject=M11 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=529 subject=M12 event=survival_changed result=health:100->100,satiety:82->81,energy:42->41
tick=530 subject=M01 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=530 subject=M03 event=survival_changed result=health:100->100,satiety:91->90,energy:31->30
tick=530 subject=M04 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=530 subject=M05 event=survival_changed result=health:100->100,satiety:76->75,energy:36->35
tick=530 subject=M06 event=survival_changed result=health:100->100,satiety:51->50,energy:21->20
tick=530 subject=M07 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=530 subject=M08 event=survival_changed result=health:100->100,satiety:51->50,energy:31->30
tick=530 subject=M09 event=food_consumed result=food:F0282,class:low,satiety:76->91,energy:36->41
tick=530 subject=M09 event=survival_changed result=health:100->100,satiety:91->90,energy:41->40
tick=530 subject=M10 event=survival_changed result=health:100->100,satiety:56->55,energy:26->25
tick=530 subject=M11 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=530 subject=M12 event=survival_changed result=health:100->100,satiety:81->80,energy:41->40
tick=530 subject=A event=food_regenerated result=food:F0317,class:high,position:73:39
tick=530 subject=A event=food_regenerated result=food:F0318,class:low,position:14:43
tick=530 subject=B event=food_regenerated result=food:F0319,class:high,position:54:121
tick=530 subject=B event=food_regenerated result=food:F0320,class:high,position:107:118
tick=531 subject=M01 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=531 subject=M03 event=survival_changed result=health:100->100,satiety:90->89,energy:30->29
tick=531 subject=M04 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
